subject,grade,strand,topic,skill,questionCount,sampleQuestionIds,proposedCodes,codeLabels,confidence,rationale,status
numeracy,3,Number and algebra,Subtraction with regrouping,Subtract 3-digit numbers with regrouping,1,naplan-y3-numeracy-e1-002,VC2M3N04,Addition and subtraction with two- and three-digit numbers using place-value partitioning,high,Aligns with addition and subtraction with two- and three-digit numbers using place-value partitioning (VC2M3N04).,mapped
numeracy,3,Number and algebra,Subtraction with regrouping,Subtract a three-digit number needing regrouping,1,naplan-y3-numeracy-dc-004,VC2M3N04,Addition and subtraction with two- and three-digit numbers using place-value partitioning,high,Aligns with addition and subtraction with two- and three-digit numbers using place-value partitioning (VC2M3N04).,mapped
numeracy,3,Number and algebra,Subtraction with regrouping across zero,Subtract a two-digit number from a three-digit number with regrouping,1,naplan-y3-numeracy-db-003,VC2M3N04,Addition and subtraction with two- and three-digit numbers using place-value partitioning,high,Aligns with addition and subtraction with two- and three-digit numbers using place-value partitioning (VC2M3N04).,mapped
numeracy,3,Number and algebra,Two-step problems,Solve a two-step money problem with multiplication then subtraction,1,naplan-y3-numeracy-dc-016,"VC2M3N07; VC2M3N08",Dollar and cent relationships and monetary representations | Mathematical modelling in practical additive and financial contexts,high,Aligns with Australian currency representations (VC2M3N07) and practical financial modelling (VC2M3N08).,mapped
numeracy,3,Number and Algebra,Addition,Addition,33,"gen-num-add-00001, gen-num-add-00009",VC2M3N04,Addition and subtraction with two- and three-digit numbers using place-value partitioning,high,Aligns with addition and subtraction with two- and three-digit numbers using place-value partitioning (VC2M3N04).,mapped
numeracy,3,Number and Algebra,Comparing numbers,Comparing numbers,14,"gen-num-compare-00191, gen-num-compare-00193",VC2M3A01,Inverse relationships between addition and subtraction,high,Aligns with inverse relationships and finding unknown quantities in equations (VC2M3A01).,mapped
numeracy,3,Number and Algebra,Division,Division,29,"gen-num-div-00004, gen-num-div-00012",VC2M3N05,Multiplication and division representations with arrays and number sentences,high,Aligns with multiplication and division representations with arrays and number sentences (VC2M3N05).,mapped
numeracy,3,Number and Algebra,Fractions of a quantity,Fractions of a quantity,28,"gen-num-frac-00005, gen-num-frac-00013",VC2M3N03,"Unit fractions, multiples and completing the whole",high,"Aligns with unit fractions, multiples and completing the whole (VC2M3N03).",mapped
numeracy,3,Number and Algebra,Multiplication,Multiplication,32,"gen-num-mul-00003, gen-num-mul-00011",VC2M3N05,Multiplication and division representations with arrays and number sentences,high,Aligns with multiplication and division representations with arrays and number sentences (VC2M3N05).,mapped
numeracy,3,Number and Algebra,Number lines,Number lines,10,"gen-num-nl-00268, gen-num-nl-00270",VC2M3A01,Inverse relationships between addition and subtraction,high,Aligns with inverse relationships and finding unknown quantities in equations (VC2M3A01).,mapped
numeracy,3,Number and Algebra,Place value,Place value,14,"gen-num-place-00192, gen-num-place-00194",VC2M3N02,"Reading, writing and ordering five-digit whole numbers",high,"Aligns with reading, writing and ordering five-digit whole numbers and place value (VC2M3N02).",mapped
numeracy,3,Number and Algebra,Rounding,Rounding,33,"gen-num-round-00006, gen-num-round-00014",VC2M3N06,Estimation strategies and checking calculation reasonableness,high,Aligns with estimation strategies and checking calculation reasonableness (VC2M3N06).,mapped
numeracy,3,Number and Algebra,Subtraction,Subtraction,33,"gen-num-sub-00002, gen-num-sub-00010",VC2M3N04,Addition and subtraction with two- and three-digit numbers using place-value partitioning,high,Aligns with addition and subtraction with two- and three-digit numbers using place-value partitioning (VC2M3N04).,mapped
numeracy,3,Patterns,Number patterns,Number patterns,27,"gen-num-pattern-00007, gen-num-pattern-00015",VC2M3N09,Algorithms and decision sequences for investigating number patterns,high,Aligns with algorithms and decision sequences for investigating number patterns (VC2M3N09).,mapped
numeracy,3,Space & Geometry,3D objects,Identifying a 3D solid from the number and shape of its faces,1,icas-y3-num-measure-010,VC2M3SP01,Classifying and comparing three-dimensional objects by geometric features,high,Aligns with classifying and comparing 3D objects by geometric features (VC2M3SP01).,mapped
numeracy,3,Space & Geometry,Identifying 2D shapes from properties,Naming a shape from its sides and corners,1,icas-y3-numeracy-db-005,VC2M3M05,Angles as measures of turn and right-angle benchmarks,high,Aligns with angles as measures of turn and right-angle benchmarks (VC2M3M05).,mapped
numeracy,3,Space & Geometry,Nets and solids,Predict the solid formed by folding a net,1,icas-y3-numeracy-e1-008,VC2M3SP01,Classifying and comparing three-dimensional objects by geometric features,high,Aligns with classifying and comparing 3D objects by geometric features (VC2M3SP01).,mapped
numeracy,3,Space & Geometry,Perimeter of a rectangle,Finding the distance around a rectangle,1,icas-y3-numeracy-db-014,VC2M3M01,Metric measurement unit selection and benchmark estimation,high,Aligns with metric measurement unit selection and benchmark estimation (VC2M3M01).,mapped
numeracy,3,Space & Geometry,Properties of 3D objects,Identifying a solid from its faces,1,icas-y3-numeracy-dc-012,VC2M3SP01,Classifying and comparing three-dimensional objects by geometric features,high,Aligns with classifying and comparing 3D objects by geometric features (VC2M3SP01).,mapped
numeracy,3,Space & Geometry,Symmetry,Reason about lines of symmetry described in words,1,icas-y3-numeracy-e1-007,VC2M3N03,"Unit fractions, multiples and completing the whole",high,"Aligns with unit fractions, multiples and completing the whole (VC2M3N03).",mapped
numeracy,3,Statistics,Bar charts,Bar charts,38,"gen-num-bar-00220, gen-num-bar-00222",VC2M3ST02,Graphical representations and comparative data analysis,high,Aligns with graphical representations and comparative data analysis (VC2M3ST02).,mapped
numeracy,3,Statistics,Statistics,num.data.read-table,4,"man-22cc2acf8951f884959120ba, man-7676c0813402c3a214573817",VC2M3ST01,Categorical and discrete data collection and frequency tables,high,Aligns with categorical and discrete data collection and frequency tables (VC2M3ST01).,mapped
numeracy,3,Statistics,Statistics,num.prod.statistics.reading-a-bar-chart,6,"man-0a9cdaa0b16d2109de7ff078, man-4c4cb3899f7498be9a4853ab",VC2M3M03,Formal time units and comparing event durations,high,Aligns with formal time units and comparing event durations (VC2M3M03).,mapped
numeracy,3,Statistics,Statistics,num.prod.statistics.reading-a-pie-chart,5,"man-1285ace6c15aa32d7ffb65ef, man-139e3e1bfd42c0ee2df7fd96",VC2M3M03,Formal time units and comparing event durations,high,Aligns with formal time units and comparing event durations (VC2M3M03).,mapped
numeracy,3,Statistics and probability,Column graphs,Add two values read from a bar graph,1,naplan-y3-numeracy-dc-009,VC2M3N04,Addition and subtraction with two- and three-digit numbers using place-value partitioning,high,Aligns with addition and subtraction with two- and three-digit numbers using place-value partitioning (VC2M3N04).,mapped
numeracy,3,Statistics and probability,Column graphs,Find the largest value on a bar graph,1,naplan-y3-numeracy-dc-008,VC2M3ST02,Graphical representations and comparative data analysis,high,Aligns with graphical representations and comparative data analysis (VC2M3ST02).,mapped
numeracy,3,Statistics and probability,Comparing data,Comparing values in a bar chart,1,g3-nap-num-data-002,VC2M3ST02,Graphical representations and comparative data analysis,high,Aligns with graphical representations and comparative data analysis (VC2M3ST02).,mapped
numeracy,3,Statistics and probability,Data interpretation,Compare two columns of a bar graph by subtracting,1,naplan-y3-numeracy-db-016,VC2M3N04,Addition and subtraction with two- and three-digit numbers using place-value partitioning,high,Aligns with addition and subtraction with two- and three-digit numbers using place-value partitioning (VC2M3N04).,mapped
numeracy,3,Statistics and probability,Interpreting bar charts,Compare two values on a bar chart,1,naplan-y3-numeracy-e1-014,VC2M3ST02,Graphical representations and comparative data analysis,high,Aligns with graphical representations and comparative data analysis (VC2M3ST02).,mapped
numeracy,3,Statistics and probability,Interpreting bar charts,Read a value from a bar chart,1,naplan-y3-numeracy-e1-003,VC2M3ST02,Graphical representations and comparative data analysis,high,Aligns with graphical representations and comparative data analysis (VC2M3ST02).,mapped
numeracy,3,Statistics and probability,Interpreting data tables,Read two values from a table and add them,1,naplan-y3-numeracy-dc-003,VC2M3N04,Addition and subtraction with two- and three-digit numbers using place-value partitioning,high,Aligns with addition and subtraction with two- and three-digit numbers using place-value partitioning (VC2M3N04).,mapped
numeracy,3,Statistics and probability,Interpreting tables,Compare and order values in a data table,1,naplan-y3-numeracy-e1-010,VC2M3ST01,Categorical and discrete data collection and frequency tables,high,Aligns with categorical and discrete data collection and frequency tables (VC2M3ST01).,mapped
numeracy,3,Statistics and probability,Line graphs,Find the change between two points on a line graph,1,naplan-y3-numeracy-dc-012,VC2M3N07,Dollar and cent relationships and monetary representations,high,Aligns with dollar and cent relationships and monetary representations (VC2M3N07).,mapped
numeracy,3,Statistics and probability,Reading a bar chart,Interpreting bar charts,1,g3-nap-num-data-001,VC2M3ST02,Graphical representations and comparative data analysis,high,Aligns with graphical representations and comparative data analysis (VC2M3ST02).,mapped
numeracy,3,Statistics and probability,Reading a line graph,Ordering values from a graph,1,g3-nap-num-data-004,VC2M3ST02,Graphical representations and comparative data analysis,high,Aligns with graphical representations and comparative data analysis (VC2M3ST02).,mapped
numeracy,3,Statistics and probability,Reading a pie chart,Relating fractions to a pie chart,1,g3-nap-num-data-003,VC2M3N03,"Unit fractions, multiples and completing the whole",high,"Aligns with unit fractions, multiples and completing the whole (VC2M3N03).",mapped
numeracy,3,Statistics and probability,Reading a table,Read a simple table to compare values,1,naplan-y3-numeracy-e2-005,VC2M3ST01,Categorical and discrete data collection and frequency tables,high,Aligns with categorical and discrete data collection and frequency tables (VC2M3ST01).,mapped
numeracy,3,Statistics and probability,Reading a table,Read a table to find the largest value,1,naplan-y3-numeracy-e2-013,VC2M3M03,Formal time units and comparing event durations,high,Aligns with formal time units and comparing event durations (VC2M3M03).,mapped
reading,3,Analysing and evaluating,A letter to the principal,Identify the purpose of a text,1,naplan-y3-reading-dd-011,VC2E3LY10,"Reading comprehension: prediction, visualising, summarising and inference",high,"Aligns with reading comprehension: prediction, visualising, summarising and inference (VC2E3LY10).",mapped
reading,3,Analysing and evaluating,A poem about the seaside,Understand a simile in a poem,1,naplan-y3-reading-db-012,VC2E3LE04,Poetic and literary devices including rhythm and onomatopoeia,high,"Aligns with poetic and literary devices including rhythm, imagery and onomatopoeia (VC2E3LE04).",mapped
